date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2025-07-29,2025,Gaza Hope: Water and Safety Project. Integrated response to WASH and Protection for conflict affected populations in Gaza and North Gaza Governorates.,1021273,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Oxfam Novib Netherlands,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-20,,916082,EUR,0.897,355205,ECHO/PSE/BUD/2025/91001,2025-07-29,2025-08-06
2025-07-29,2025,Lifesaving support to Palestinian victim of the conflict trough provision of an emergency WASH package,1502831,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Solidarités International,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-23,,1348039,EUR,0.897,355342,ECHO/PSE/BUD/2025/91003,2025-07-29,2025-08-06
2025-07-29,2025,Life-saving assistance to the emergency needs of the Gazan population,30706,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Action Contre la Faim - Action Against Hunger International,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-07-02,2025-05-26,,27543,EUR,0.897,355355,ECHO/PSE/BUD/2025/91002,2025-07-29,2025-08-04
2025-07-29,2025,Life-saving assistance to the emergency needs of the Gazan population,311192,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Action Contre la Faim - Action Against Hunger International,NGOs,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-07-02,2025-05-26,,279139,EUR,0.897,355356,ECHO/PSE/BUD/2025/91002,2025-07-29,2025-08-04
2025-07-29,2025,Life-saving assistance to the emergency needs of the Gazan population,348453,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Action Contre la Faim - Action Against Hunger International,NGOs,Coordination and support services,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-26,,312562,EUR,0.897,355359,ECHO/PSE/BUD/2025/91002,2025-07-29,2025-08-04
2025-07-29,2025,Life-saving assistance to the emergency needs of the Gazan population,1662101,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Action Contre la Faim - Action Against Hunger International,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-26,,1490905,EUR,0.897,355360,ECHO/PSE/BUD/2025/91002,2025-07-29,2025-08-04
2025-07-29,2025,Life-saving assistance to the emergency needs of the Gazan population,792387,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Action Contre la Faim - Action Against Hunger International,NGOs,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-26,,710771,EUR,0.897,355361,ECHO/PSE/BUD/2025/91002,2025-07-29,2025-08-04
2025-07-29,2025,Life-saving assistance to the emergency needs of the Gazan population,3154700,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Action Contre la Faim - Action Against Hunger International,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-26,,2829766,EUR,0.897,355362,ECHO/PSE/BUD/2025/91002,2025-07-29,2025-08-04
2025-07-29,2025,"Urgent, life-saving humanitarian assistance for conflict-affected women, girls, boys and men in Palestine",11428,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,CARE Austria,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-07-02,2025-05-27,,10251,EUR,0.897,355389,ECHO/PSE/BUD/2024/91005,2025-07-29,2025-08-01
2025-07-29,2025,"Urgent, life-saving humanitarian assistance for conflict-affected women, girls, boys and men in Palestine",379230,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,CARE Austria,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-27,,340169,EUR,0.897,355391,ECHO/PSE/BUD/2024/91005,2025-07-29,2025-08-01
2025-07-29,2025,"Urgent, life-saving humanitarian assistance for conflict-affected women, girls, boys and men in Palestine",107346,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,,,,CARE Austria,NGOs,Multi-sector,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-27,,96289,EUR,0.897,355392,ECHO/PSE/BUD/2024/91005,2025-07-29,2025-08-01
2025-07-29,2025,"Urgent, life-saving humanitarian assistance for conflict-affected women, girls, boys and men in Palestine",1154151,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,CARE Austria,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-05-27,,1035273,EUR,0.897,355393,ECHO/PSE/BUD/2024/91005,2025-07-29,2025-08-01
2025-07-29,2025,Accessible and Inclusive Health and Protection Services for War-Affected Population of the Gaza Strip,3561520,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Médecins du Monde,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-06-04,,3137699,EUR,0.881,355629,ECHO/PSE/BUD/2025/91007,2025-07-29,2025-08-06
2025-07-29,2025,Accessible and Inclusive Health and Protection Services for War-Affected Population of the Gaza Strip,1009873,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Médecins du Monde,NGOs,Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-06-04,,889698,EUR,0.881,355630,ECHO/PSE/BUD/2025/91007,2025-07-29,2025-08-06
2025-07-29,2025,"Enhancing Health Services in Gaza: Providing Quality, Integrated Multi-Sectoral Support to Address Critical Gaps.",1996486,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,iMC Worldwide,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-06-10,,1758904,EUR,0.881,355709,ECHO/PSE/BUD/2025/91009,2025-07-29,2025-08-06
2025-07-29,2025,IHR: Integrated Humanitarian Response to Address Basic Needs and Protection Risks in Palestine,2536118,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Mercy Corps Europe,NGOs,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-07-02,2025-06-12,,2234320,EUR,0.881,355776,ECHO/PSE/BUD/2025/91008,2025-07-29,2025-08-04
2025-07-29,2025,IHR: Integrated Humanitarian Response to Address Basic Needs and Protection Risks in Palestine,1019880,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Mercy Corps Europe,NGOs,Coordination and support services,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-06-12,,898514,EUR,0.881,355778,ECHO/PSE/BUD/2025/91008,2025-07-29,2025-08-04
2025-07-29,2025,IHR: Integrated Humanitarian Response to Address Basic Needs and Protection Risks in Palestine,1461827,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Mercy Corps Europe,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-06-12,,1287870,EUR,0.881,355779,ECHO/PSE/BUD/2025/91008,2025-07-29,2025-08-04
2025-07-29,2025,IHR: Integrated Humanitarian Response to Address Basic Needs and Protection Risks in Palestine,753707,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Mercy Corps Europe,NGOs,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-07-02,2025-06-12,,664016,EUR,0.881,355780,ECHO/PSE/BUD/2025/91008,2025-07-29,2025-08-04
2025-07-29,2025,IHR: Integrated Humanitarian Response to Address Basic Needs and Protection Risks in Palestine,642413,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Mercy Corps Europe,NGOs,Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-06-12,,565966,EUR,0.881,355781,ECHO/PSE/BUD/2025/91008,2025-07-29,2025-08-04
2025-07-29,2025,Ensure safe and protective access to learning environments for the most vulnerable and conflict-affected children in the West Bank and Gaza strip.,967734,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Norwegian Refugee Council,NGOs,Education,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-02,2025-06-13,,843864,EUR,0.872,355792,ECHO/PSE/BUD/2023/91006,2025-07-29,2025-08-06
2025-07-29,2025,"oPt Flash Appeal 2025
Gaza",568182,"Luxembourg, Government of",Governments,LUX,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-04-08,,500000,EUR,0.8501,356037,PR25G22,2025-07-29,2025-08-14
2025-07-29,2025,"oPt Flash Appeal 2025, Gaza",22727,"San Marino, Government of",Governments,SMR,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-04-09,,20000,EUR,0.88,356038,PR25G23,2025-07-29,2025-08-14
2025-07-29,2025,"oPt Flash Appeal 2025, Gaza",50000,"Thailand, Government of",Governments,THA,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-05-16,,,,,356039,PR25G27,2025-07-29,2025-08-14
2025-07-29,2025,"Provision of humanitarian assistance to crises-affected Palestinians, Gaza Strip",300000,Fondazione Ettore e Valeria Rossi,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-06-12,,,,,356040,PR25G31,2025-07-29,2025-08-14
2025-07-29,2025,"UNRWA USA 2025 Q1 Gaza Flash Appeal 
Emergency Health and Nutrition",86435,American National Committee for UNRWA,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-03-26,,,,,356044,PR25G19,2025-07-29,2025-08-14
2025-07-29,2025,"UNRWA USA 2025 Q1 Gaza Flash Appeal 
Food Security",6345315,American National Committee for UNRWA,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-03-26,,,,,356045,PR25G19,2025-07-29,2025-08-14
2025-07-29,2025,"UNRWA USA 2025 Q1 Gaza Flash Appeal 
Protection",83250,American National Committee for UNRWA,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-03-26,,,,,356046,PR25G19,2025-07-29,2025-08-14
2025-07-29,2025,"UNRWA USA Zakat Funds for 2025 Gaza Flash Appeal
 Gaza",2528263,American National Committee for UNRWA,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,paid,2025-07-29,2025-03-26,,,,,356048,PR25G20,2025-07-29,2025-07-29
2025-07-29,2025,"Caravanes Solidairres
Cash contribution to cover the transportation costs and/or the salaries of logistics and administrative personnel involved in the transportation of the in-kind donation
Food Security    Gaza",50000,,,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-03-13,,,,,356051,PR25G17,2025-07-29,2025-08-14
2025-07-29,2025,"Caravanes Solidairres
Cash contribution to cover the transportation costs and/or the salaries of logistics and administrative personnel involved in the transportation of the in-kind donation
Food Security    Gaza",379896,,,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-29,2025-03-13,,,,,356052,PR25G17,2025-07-29,2025-08-14
2025-07-29,2025,"for the food programme to purchase and distribute food commodities
Food Security    Gaza",25853,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-02-09,,,,,356053,PR25G10,2025-07-29,2025-08-14
2025-07-29,2025,"for protection programme to buy clothes for children in poverty
Protection         Gaza",25853,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-02-09,,25000,EUR,0.967,356055,PR25G11,2025-07-29,2025-08-14
2025-07-29,2025,"for social services programme to buy devices to improve lives of people with disabilities
Emergency Health and Nutrition      Gaza",25853,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-02-09,,25000,EUR,0.967,356057,PR25G12,2025-07-29,2025-07-29
2025-07-29,2025,"UNRWA Staff Members
Gaza Flash Appeal 2025",13273,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-01-01,,,,,356060,PR25G25,2025-07-29,2025-07-29
2025-07-29,2025,"Private Partnership Funding
EA oPT flash appeal 2025
Food Security",2638286,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-01-01,,,,,356061,PR25G04,2025-07-29,2025-07-29
2025-07-29,2025,"Private Partnership Funding
EA oPT flash appeal 2025",601754,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-01-01,,,,,356062,PR25G04,2025-07-29,2025-07-29
2025-07-29,2025,"Zakat Fund: EA oPT flash appeal 2025- support to food and water
Emergency Multi-Purpose Cash Assistance",6784817,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,paid,2025-07-29,2025-01-01,,,,,356063,PR25G05,2025-07-29,2025-08-14
2025-07-29,2025,Zakat Fund: EA oPT flash appeal 2025- support to food and water,326820,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-01-01,,,,,356064,PR25G05,2025-07-29,2025-08-14
2025-07-29,2025,"Ramadan Emergency Cash Assistance for Vulnerable Families in the West Bank
Emergency Shelter and Non-Food Items",346049,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-02-28,,,,,356066,PR25G07,2025-07-29,2025-07-29
2025-07-29,2025,"Ramadan Emergency Cash Assistance for Vulnerable Families in the West Bank
Coordination, Management and Preparedness",209518,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Coordination and support services,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-29,2025-02-28,,,,,356067,PR25G07,2025-07-29,2025-07-29
2025-07-29,2025,"Private Partnership Funding
Sadaqah Jariyah for long-term projects in Gaza
Emergency Multi-Purpose Cash Assistance",446,Private (individuals & organizations),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,paid,2025-07-29,2025-05-29,,,,,356068,PR25G29,2025-07-29,2025-07-29
2025-07-29,,Gaza Health Emergency Project,208594,"Czech Republic, Government of",Governments,CZE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Caritas Czech Republic,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-16,2025-03-05,,5000000,CZK,23.97,356070,CZE-25-HU-KSA-21,2025-07-29,2025-07-29
2025-07-26,,Provision of emergency and psychosocial support to vulnerable children and their caregivers in the Gaza Strip,208594,"Czech Republic, Government of",Governments,CZE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,People in Need,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-16,2025-03-05,,5000000,CZK,23.97,349613,CZE-25-HU-KSA-36,2025-07-26,2025-07-26
2025-07-25,,Procurement of Medical Equipment,212671,"Czech Republic, Government of",Governments,CZE,2025,2025,,,,Beit Jala Governmental Hospital,Governments,Health,PSE,,,,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-07-16,2025-02-12,,5119000,CZK,24.07,349572,CZE-102047-5/2025-MZV/BVA,2025-07-25,2025-07-25
2025-07-25,2025,HAC-STATE OF PALESTINE	  Palestine: ECHO HAB flights March 2025	Special Purpose	Public Sector	Non-Thematic	Not multi-year,140760,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Logistics,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-07-25,2025-05-01,,,,,349583,KM250014	KM250014140760,2025-07-25,2025-07-25
2025-07-25,2025,HAC-STATE OF PALESTINE	  Palestine: ECHO HAB flights March 2025	Special Purpose	Public Sector	Non-Thematic	Not multi-year,83412,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Logistics,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-07-25,2025-06-20,,,,,349584,KM250024	KM25002483412,2025-07-25,2025-07-25
2025-07-24,2025,"HAC-STATE OF PALESTINE	Palestine: HAC Gaza, providing humanitarian aid to children and civilians.	Development funds for Humanitarian/Resilience response			Public Sector	Non-Thematic	Not multi-year",1135074,"Croatia, Government of",Governments,HRV,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-24,2025-06-09,,1000000,EUR,0.881,349517,SM250242             SM2502421135074,2025-07-24,2025-07-24
2025-07-24,2025,HAC-STATE OF PALESTINE	Thematic Humanitarian Funds for Cross-Sectoral Activities-State ofPalestine-Gaza	Cross-Sectoral (two or more outcome areas)	THM HUMANITAR 2022-2025	Various Donors	Private Sector	Thematic	Not multi-year,43783,UNICEF National Committee/Luxembourg,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-24,2025-05-27,,42246,EUR,0.9649,349525,SM2299300663	SM229930066387567,2025-07-24,2025-10-15
2025-07-24,2025,HAC-STATE OF PALESTINE	Emergency Health Support- State of Palestine-Gaza	Health		Cash Donors	Private Sector	Non-Thematic	Not multi-year,81725,UNICEF National Committee/Luxembourg,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-24,2025-05-27,,72000,EUR,0.881,349526,SM250217	SM25021781725,2025-07-24,2025-07-24
2025-07-24,2025,HAC-STATE OF PALESTINE	    UNICEF’s 2025 Humanitarian Action for Children (HAC) in the State of Palestine.	Cross-Sectoral (two or more outcome areas)	Public Sector	Non-Thematic	Not multi-year,79455,"Malta, Government of",Governments,MLT,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-07-24,2025-06-05,,70000,EUR,0.881,349530,SM250218	SM25021879455        NV-87/2025,2025-07-24,2025-07-24
2025-07-22,2025,United Kingdom Contribution to oPt Humanitarian Fund (3482) 2025,11486486,"United Kingdom, Government of",Governments,GBR,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-03-07,2025-02-19,,8500000,GBP,0.74,338829,OCT/GBR/2025/77513/OCHA(CBPF-OCHA)/PSE/84336 400022 amendment 6,2025-07-24,2025-07-28
